date,county,category,visitIndex,rank
2020-03-20,Madera County,Gas Stations,63,2
2020-03-20,Madera County,Grocery,106,3
2020-03-20,Madera County,Fast Food Restaurants,82,4
2020-03-20,Madera County,Outdoors & Recreation,82,5
2020-03-20,Madera County,Shops & Services,57,6
2020-03-20,Madera County,Professional & Other Places,75,7
2020-03-20,Madera County,Medical,60,8
2020-03-21,Madera County,Food,68,1
2020-03-21,Madera County,Gas Stations,59,2
2020-03-21,Madera County,Grocery,89,3
2020-03-21,Madera County,Outdoors & Recreation,73,4
2020-03-21,Madera County,Shops & Services,56,5
2020-03-22,Madera County,Food,33,1
2020-03-01,Marin County,Outdoors & Recreation,92,1
2020-03-01,Marin County,Food,96,2
2020-03-01,Marin County,Shops & Services,121,3
2020-03-01,Marin County,Grocery,99,4
2020-03-01,Marin County,School,144,5
2020-03-01,Marin County,Gas Stations,94,6
2020-03-02,Marin County,Outdoors & Recreation,95,1
2020-03-02,Marin County,Shops & Services,99,2
2020-03-02,Marin County,Food,89,3
2020-03-02,Marin County,Grocery,105,4
2020-03-02,Marin County,School,111,5
2020-03-02,Marin County,Medical,115,6
2020-03-02,Marin County,Professional & Other Places,109,7
2020-03-02,Marin County,Gas Stations,104,8
2020-03-02,Marin County,Fitness Center,121,9
2020-03-03,Marin County,Food,106,1
2020-03-03,Marin County,Shops & Services,93,2
2020-03-03,Marin County,Outdoors & Recreation,96,3
2020-03-03,Marin County,Grocery,97,4
2020-03-03,Marin County,School,134,5
2020-03-03,Marin County,Professional & Other Places,102,6
2020-03-03,Marin County,Gas Stations,107,7
2020-03-03,Marin County,Medical,93,8
2020-03-03,Marin County,Fitness Center,106,9
2020-03-04,Marin County,Food,103,1
2020-03-04,Marin County,Shops & Services,94,2
2020-03-04,Marin County,Outdoors & Recreation,101,3
2020-03-04,Marin County,Grocery,114,4
2020-03-04,Marin County,School,119,5
2020-03-04,Marin County,Medical,94,6
2020-03-04,Marin County,Gas Stations,102,7
2020-03-04,Marin County,Professional & Other Places,77,8
2020-03-04,Marin County,Fitness Center,103,9
2020-03-05,Marin County,Shops & Services,108,1
2020-03-05,Marin County,Food,102,2
2020-03-05,Marin County,Outdoors & Recreation,99,3
2020-03-05,Marin County,Grocery,94,4
2020-03-05,Marin County,School,127,5
2020-03-05,Marin County,Medical,100,6
2020-03-05,Marin County,Professional & Other Places,90,7
2020-03-05,Marin County,Gas Stations,99,8
2020-03-05,Marin County,Nightlife Spots,123,9
2020-03-06,Marin County,Food,92,1
2020-03-06,Marin County,Shops & Services,93,2
2020-03-06,Marin County,Outdoors & Recreation,90,3
2020-03-06,Marin County,Grocery,108,4
2020-03-06,Marin County,School,111,5
2020-03-06,Marin County,Medical,123,6
2020-03-06,Marin County,Gas Stations,102,7
2020-03-06,Marin County,Professional & Other Places,86,8
2020-03-06,Marin County,Nightlife Spots,110,9
2020-03-07,Marin County,Food,85,1
2020-03-07,Marin County,Shops & Services,89,2
2020-03-07,Marin County,Outdoors & Recreation,64,3
2020-03-07,Marin County,Grocery,107,4
2020-03-07,Marin County,Nightlife Spots,101,5
2020-03-07,Marin County,Gas Stations,91,6
2020-03-07,Marin County,School,111,7
2020-03-07,Marin County,Professional & Other Places,79,8
2020-03-08,Marin County,Outdoors & Recreation,101,1
2020-03-08,Marin County,Food,99,2
2020-03-08,Marin County,Shops & Services,108,3
2020-03-08,Marin County,Grocery,98,4
2020-03-08,Marin County,School,116,5
2020-03-08,Marin County,Professional & Other Places,108,6
2020-03-09,Marin County,Outdoors & Recreation,90,1
2020-03-09,Marin County,Shops & Services,92,2
2020-03-09,Marin County,Food,90,3
2020-03-09,Marin County,Grocery,98,4
2020-03-09,Marin County,School,106,5
2020-03-09,Marin County,Medical,110,6
2020-03-09,Marin County,Gas Stations,106,7
2020-03-09,Marin County,Professional & Other Places,83,8
2020-03-10,Marin County,Shops & Services,98,1
2020-03-10,Marin County,Food,99,2
2020-03-10,Marin County,Outdoors & Recreation,100,3
2020-03-10,Marin County,Grocery,91,4
2020-03-10,Marin County,School,125,5
2020-03-10,Marin County,Medical,106,6
2020-03-10,Marin County,Professional & Other Places,91,7
2020-03-10,Marin County,Gas Stations,101,8
2020-03-10,Marin County,Fitness Center,98,9
2020-03-11,Marin County,Food,97,1
2020-03-11,Marin County,Shops & Services,94,2
2020-03-11,Marin County,Outdoors & Recreation,109,3
2020-03-11,Marin County,Grocery,101,4
2020-03-11,Marin County,School,111,5
2020-03-11,Marin County,Professional & Other Places,96,6
2020-03-11,Marin County,Medical,96,7
2020-03-11,Marin County,Gas Stations,100,8
2020-03-12,Marin County,Shops & Services,104,1
2020-03-12,Marin County,Outdoors & Recreation,115,2
2020-03-12,Marin County,Food,91,3
2020-03-12,Marin County,Grocery,120,4
2020-03-12,Marin County,School,88,5
2020-03-12,Marin County,Medical,99,6
2020-03-12,Marin County,Professional & Other Places,84,7
2020-03-12,Marin County,Gas Stations,98,8
2020-03-13,Marin County,Shops & Services,94,1
2020-03-13,Marin County,Food,85,2
2020-03-13,Marin County,Outdoors & Recreation,96,3
2020-03-13,Marin County,Grocery,125,4
2020-03-13,Marin County,School,93,5
2020-03-13,Marin County,Medical,113,6
2020-03-13,Marin County,Professional & Other Places,86,7
2020-03-13,Marin County,Gas Stations,83,8
2020-03-14,Marin County,Shops & Services,75,1
2020-03-14,Marin County,Outdoors & Recreation,52,2
2020-03-14,Marin County,Food,59,3
2020-03-14,Marin County,Grocery,110,4
2020-03-15,Marin County,Outdoors & Recreation,72,1
2020-03-15,Marin County,Food,65,2
2020-03-15,Marin County,Shops & Services,82,3
2020-03-15,Marin County,Grocery,114,4
2020-03-16,Marin County,Shops & Services,94,1
2020-03-16,Marin County,Outdoors & Recreation,73,2
2020-03-16,Marin County,Food,80,3
2020-03-16,Marin County,Grocery,133,4
2020-03-16,Marin County,Gas Stations,120,5
2020-03-16,Marin County,Professional & Other Places,84,6
2020-03-16,Marin County,Medical,85,7
2020-03-17,Marin County,Outdoors & Recreation,76,1
2020-03-17,Marin County,Shops & Services,49,2
2020-03-17,Marin County,Food,44,3
2020-03-17,Marin County,Grocery,83,4
2020-03-17,Marin County,Medical,67,5
2020-03-18,Marin County,Outdoors & Recreation,74,1
2020-03-18,Marin County,Shops & Services,41,2
2020-03-18,Marin County,Food,37,3
2020-03-18,Marin County,Grocery,77,4
2020-03-19,Marin County,Outdoors & Recreation,88,1
2020-03-19,Marin County,Shops & Services,45,2
2020-03-19,Marin County,Food,39,3
2020-03-19,Marin County,Grocery,81,4
2020-03-20,Marin County,Outdoors & Recreation,81,1
2020-03-20,Marin County,Shops & Services,47,2
2020-03-20,Marin County,Food,36,3
2020-03-20,Marin County,Grocery,85,4
2020-03-21,Marin County,Outdoors & Recreation,92,1
2020-03-21,Marin County,Food,32,2
2020-03-21,Marin County,Shops & Services,35,3
2020-03-21,Marin County,Grocery,83,4
2020-03-21,Marin County,Beach,115,5
2020-03-22,Marin County,Outdoors & Recreation,55,1
2020-03-22,Marin County,Shops & Services,29,2
2020-03-22,Marin County,Food,22,3
2020-03-22,Marin County,Grocery,52,4
2020-03-01,Mariposa County,Outdoors & Recreation,55,1
2020-03-02,Mariposa County,Outdoors & Recreation,87,1
2020-03-03,Mariposa County,Outdoors & Recreation,119,1
2020-03-04,Mariposa County,Outdoors & Recreation,135,1
2020-03-05,Mariposa County,Outdoors & Recreation,143,1
2020-03-06,Mariposa County,Outdoors & Recreation,97,1
2020-03-07,Mariposa County,Outdoors & Recreation,79,1
2020-03-08,Mariposa County,Outdoors & Recreation,65,1
2020-03-09,Mariposa County,Outdoors & Recreation,100,1
2020-03-10,Mariposa County,Outdoors & Recreation,121,1
2020-03-11,Mariposa County,Outdoors & Recreation,95,1
2020-03-12,Mariposa County,Outdoors & Recreation,149,1
2020-03-13,Mariposa County,Outdoors & Recreation,110,1
2020-03-14,Mariposa County,Outdoors & Recreation,65,1
2020-03-15,Mariposa County,Outdoors & Recreation,41,1
2020-03-17,Mariposa County,Outdoors & Recreation,79,1
2020-03-01,Mendocino County,Food,101,1
2020-03-01,Mendocino County,Outdoors & Recreation,89,2
2020-03-01,Mendocino County,Grocery,110,3
2020-03-02,Mendocino County,Food,111,1
2020-03-02,Mendocino County,Shops & Services,106,2
2020-03-02,Mendocino County,Outdoors & Recreation,99,3
2020-03-02,Mendocino County,Grocery,100,4
2020-03-03,Mendocino County,Food,105,1
2020-03-03,Mendocino County,Outdoors & Recreation,120,2
2020-03-03,Mendocino County,Shops & Services,92,3
2020-03-03,Mendocino County,Grocery,102,4
2020-03-04,Mendocino County,Food,90,1
2020-03-04,Mendocino County,Shops & Services,107,2
2020-03-04,Mendocino County,Outdoors & Recreation,110,3
2020-03-04,Mendocino County,Grocery,98,4
2020-03-05,Mendocino County,Food,101,1
2020-03-05,Mendocino County,Shops & Services,111,2
2020-03-05,Mendocino County,Outdoors & Recreation,101,3
2020-03-05,Mendocino County,Grocery,96,4
2020-03-05,Mendocino County,Gas Stations,96,5
2020-03-06,Mendocino County,Food,98,1
2020-03-06,Mendocino County,Shops & Services,98,2
2020-03-06,Mendocino County,Outdoors & Recreation,83,3
2020-03-06,Mendocino County,Grocery,89,4
2020-03-06,Mendocino County,Gas Stations,96,5
2020-03-07,Mendocino County,Food,108,1
2020-03-07,Mendocino County,Shops & Services,97,2
2020-03-07,Mendocino County,Grocery,107,3
2020-03-07,Mendocino County,Outdoors & Recreation,95,4
2020-03-07,Mendocino County,Hotel,106,5
2020-03-08,Mendocino County,Food,92,1
2020-03-08,Mendocino County,Outdoors & Recreation,100,2
2020-03-08,Mendocino County,Grocery,110,3
2020-03-08,Mendocino County,Shops & Services,107,4
2020-03-09,Mendocino County,Food,96,1
2020-03-09,Mendocino County,Outdoors & Recreation,105,2
2020-03-09,Mendocino County,Shops & Services,91,3
2020-03-09,Mendocino County,Grocery,93,4
2020-03-10,Mendocino County,Food,99,1
2020-03-10,Mendocino County,Shops & Services,108,2
2020-03-10,Mendocino County,Outdoors & Recreation,105,3
2020-03-10,Mendocino County,Grocery,94,4
2020-03-11,Mendocino County,Food,96,1
2020-03-11,Mendocino County,Outdoors & Recreation,108,2
2020-03-11,Mendocino County,Grocery,98,3
2020-03-11,Mendocino County,Shops & Services,84,4
2020-03-12,Mendocino County,Food,98,1
2020-03-12,Mendocino County,Shops & Services,110,2
2020-03-12,Mendocino County,Outdoors & Recreation,107,3
2020-03-12,Mendocino County,Grocery,107,4
2020-03-12,Mendocino County,Gas Stations,115,5
2020-03-13,Mendocino County,Food,88,1
2020-03-13,Mendocino County,Shops & Services,107,2
2020-03-13,Mendocino County,Grocery,104,3
2020-03-13,Mendocino County,Outdoors & Recreation,89,4
2020-03-14,Mendocino County,Food,79,1
2020-03-14,Mendocino County,Shops & Services,102,2
2020-03-14,Mendocino County,Grocery,103,3
2020-03-14,Mendocino County,Outdoors & Recreation,75,4
2020-03-15,Mendocino County,Food,80,1
2020-03-15,Mendocino County,Grocery,117,2
2020-03-15,Mendocino County,Outdoors & Recreation,77,3
2020-03-16,Mendocino County,Food,88,1
2020-03-16,Mendocino County,Shops & Services,101,2
2020-03-16,Mendocino County,Grocery,116,3
2020-03-16,Mendocino County,Outdoors & Recreation,89,4
2020-03-16,Mendocino County,Gas Stations,120,5
2020-03-17,Mendocino County,Food,74,1
2020-03-17,Mendocino County,Grocery,112,2
2020-03-17,Mendocino County,Shops & Services,80,3
2020-03-17,Mendocino County,Outdoors & Recreation,99,4
2020-03-18,Mendocino County,Food,71,1
2020-03-18,Mendocino County,Shops & Services,103,2
2020-03-18,Mendocino County,Grocery,100,3
2020-03-18,Mendocino County,Outdoors & Recreation,79,4
2020-03-19,Mendocino County,Food,53,1
2020-03-19,Mendocino County,Shops & Services,72,2
2020-03-19,Mendocino County,Grocery,88,3
2020-03-19,Mendocino County,Outdoors & Recreation,85,4
2020-03-20,Mendocino County,Food,45,1
2020-03-20,Mendocino County,Outdoors & Recreation,73,2
2020-03-20,Mendocino County,Grocery,76,3
2020-03-20,Mendocino County,Shops & Services,61,4
2020-03-21,Mendocino County,Food,44,1
2020-03-21,Mendocino County,Outdoors & Recreation,80,2
2020-03-01,Merced County,Food,107,1
2020-03-01,Merced County,Shops & Services,103,2
2020-03-01,Merced County,Gas Stations,111,3
2020-03-01,Merced County,Fast Food Restaurants,126,4
2020-03-01,Merced County,Outdoors & Recreation,101,5
2020-03-01,Merced County,Big Box Stores,113,6
2020-03-01,Merced County,Grocery,77,7
2020-03-01,Merced County,School,102,8
2020-03-01,Merced County,Convenience Store,96,9
2020-03-01,Merced County,Professional & Other Places,99,10
2020-03-02,Merced County,Food,104,1
2020-03-02,Merced County,Shops & Services,112,2
2020-03-02,Merced County,School,128,3
2020-03-02,Merced County,Outdoors & Recreation,115,4
2020-03-02,Merced County,Gas Stations,118,5
2020-03-02,Merced County,Fast Food Restaurants,105,6
2020-03-02,Merced County,Grocery,102,7
2020-03-02,Merced County,Colleges & Universities,118,8
2020-03-02,Merced County,Professional & Other Places,112,9
2020-03-02,Merced County,Big Box Stores,112,10
2020-03-03,Merced County,Food,117,1
2020-03-03,Merced County,Shops & Services,114,2
2020-03-03,Merced County,School,132,3
2020-03-03,Merced County,Outdoors & Recreation,106,4
2020-03-03,Merced County,Gas Stations,105,5
2020-03-03,Merced County,Fast Food Restaurants,108,6
2020-03-03,Merced County,Grocery,114,7
2020-03-03,Merced County,Colleges & Universities,89,8
2020-03-03,Merced County,Professional & Other Places,94,9
2020-03-03,Merced County,Big Box Stores,115,10
2020-03-04,Merced County,Food,106,1
2020-03-04,Merced County,Shops & Services,107,2
2020-03-04,Merced County,School,110,3
2020-03-04,Merced County,Outdoors & Recreation,107,4
2020-03-04,Merced County,Fast Food Restaurants,116,5
2020-03-04,Merced County,Gas Stations,101,6
2020-03-04,Merced County,Grocery,105,7
2020-03-04,Merced County,Professional & Other Places,108,8
2020-03-04,Merced County,Colleges & Universities,86,9
2020-03-04,Merced County,Big Box Stores,103,10
2020-03-05,Merced County,Food,101,1
2020-03-05,Merced County,Shops & Services,101,2
2020-03-05,Merced County,School,118,3
2020-03-05,Merced County,Outdoors & Recreation,107,4
2020-03-05,Merced County,Gas Stations,103,5
2020-03-05,Merced County,Fast Food Restaurants,107,6
2020-03-05,Merced County,Colleges & Universities,110,7
2020-03-05,Merced County,Grocery,99,8
2020-03-05,Merced County,Professional & Other Places,107,9
2020-03-05,Merced County,Big Box Stores,99,10
2020-03-06,Merced County,Food,95,1
2020-03-06,Merced County,Shops & Services,103,2
2020-03-06,Merced County,School,127,3
2020-03-06,Merced County,Outdoors & Recreation,105,4
2020-03-06,Merced County,Fast Food Restaurants,108,5
2020-03-06,Merced County,Gas Stations,96,6
2020-03-06,Merced County,Professional & Other Places,118,7
2020-03-06,Merced County,Grocery,97,8
2020-03-06,Merced County,Big Box Stores,113,9
2020-03-06,Merced County,Colleges & Universities,124,10
2020-03-07,Merced County,Food,95,1
2020-03-07,Merced County,Shops & Services,91,2
2020-03-07,Merced County,Outdoors & Recreation,89,3
2020-03-07,Merced County,Gas Stations,95,4
2020-03-07,Merced County,Fast Food Restaurants,94,5
2020-03-07,Merced County,Grocery,89,6
2020-03-07,Merced County,Big Box Stores,108,7
2020-03-07,Merced County,School,112,8
2020-03-07,Merced County,Professional & Other Places,106,9
2020-03-07,Merced County,Convenience Store,99,10
2020-03-08,Merced County,Food,112,1
2020-03-08,Merced County,Shops & Services,100,2
2020-03-08,Merced County,Gas Stations,102,3
2020-03-08,Merced County,Outdoors & Recreation,105,4
2020-03-08,Merced County,Grocery,92,5
2020-03-08,Merced County,Fast Food Restaurants,111,6
2020-03-08,Merced County,Big Box Stores,111,7
2020-03-08,Merced County,School,101,8
2020-03-08,Merced County,Professional & Other Places,134,9
2020-03-08,Merced County,Convenience Store,96,10
2020-03-09,Merced County,Food,113,1
2020-03-09,Merced County,Shops & Services,114,2
2020-03-09,Merced County,School,139,3
2020-03-09,Merced County,Outdoors & Recreation,112,4
2020-03-09,Merced County,Gas Stations,102,5
2020-03-09,Merced County,Fast Food Restaurants,99,6
2020-03-09,Merced County,Colleges & Universities,121,7
2020-03-09,Merced County,Professional & Other Places,126,8
2020-03-09,Merced County,Big Box Stores,130,9
2020-03-09,Merced County,Grocery,89,10
2020-03-10,Merced County,Food,107,1
2020-03-10,Merced County,Shops & Services,111,2
2020-03-10,Merced County,School,120,3
2020-03-10,Merced County,Outdoors & Recreation,100,4
2020-03-10,Merced County,Gas Stations,106,5
2020-03-10,Merced County,Colleges & Universities,92,6
2020-03-10,Merced County,Grocery,106,7
2020-03-10,Merced County,Fast Food Restaurants,92,8
2020-03-10,Merced County,Big Box Stores,114,9
2020-03-10,Merced County,Professional & Other Places,87,10
2020-03-11,Merced County,Food,97,1
2020-03-11,Merced County,Shops & Services,100,2
2020-03-11,Merced County,School,107,3
2020-03-11,Merced County,Outdoors & Recreation,99,4
2020-03-11,Merced County,Gas Stations,94,5
2020-03-11,Merced County,Colleges & Universities,91,6
2020-03-11,Merced County,Grocery,94,7
2020-03-11,Merced County,Fast Food Restaurants,89,8
2020-03-11,Merced County,Professional & Other Places,108,9
